,lifespan-0,lifespan-1,rate_of_obesity-0,rate_of_obesity-1,vaccination_rates
44,1.0,0.0,6.017669238678085,3.855935280056954,38.026339078084256
45,1.0,1.0,6.0221162420263745,4.889097276275043,44.26664791389198
46,1.0,1.0,4.238634471771747,3.3091047568109717,32.28357234254212
47,1.0,1.0,5.280056088810264,4.654951577517676,42.76986235624237
48,1.0,0.0,5.132116844520751,4.464266570698275,36.26147743189175
49,1.0,1.0,3.784355403978815,3.145627115576618,31.2237618286769
50,1.0,0.0,5.991769395065,5.125717635850288,38.41326470439148
51,0.0,0.0,4.6430633863938695,-3.7804742530123963,6.084920850035872
52,1.0,1.0,4.632422109179214,2.748236372177202,32.2766570361293
53,0.0,0.0,5.6059254050871985,-4.471580149234411,5.503402819823963
54,1.0,1.0,6.05537540390757,4.893434015182478,46.9783055488178
55,0.0,1.0,5.748875392778835,-5.258745868233077,4.875185033201664
56,1.0,0.0,4.450689965822697,4.337321116108511,33.44146749358749
57,1.0,1.0,5.502073821194625,4.058143610575832,39.49118770737118
58,1.0,1.0,3.8750446871035953,2.5041433537064908,31.0091793120251
59,0.0,0.0,6.287323821754236,-4.506637737648289,8.75600823365857
60,1.0,0.0,5.374335206787381,4.608861153450138,35.46560626648657
61,1.0,1.0,4.886913514691003,4.969431151042106,41.64927870985355
62,1.0,1.0,5.085278657876299,4.948266751613982,38.707270438264175
63,0.0,0.0,4.5909497613162396,-4.861199689436271,3.7319423327737855
64,1.0,0.0,3.395764042252847,2.6111623096245324,24.582856494679646
65,0.0,0.0,5.90978389338774,-5.04596517625944,7.8850489317440875
66,1.0,1.0,4.948679248208247,3.9586342413664264,39.72849139351584
67,1.0,1.0,3.6184308714927806,2.9573706739356966,32.033248822820596
68,1.0,1.0,3.99661572203039,3.1548058911806756,32.514330007478364
69,0.0,0.0,3.2295846056481707,-2.914812054973199,6.734449826157617
70,0.0,1.0,6.345367552003216,-5.115346958382173,7.222616285501859
71,1.0,0.0,6.523978360066959,6.100473313609643,43.580405977865055
72,1.0,1.0,4.981343659573552,4.785237736607857,43.344913695118905
73,0.0,0.0,5.5808989852535476,-6.454127875692014,2.4172090644066575
74,0.0,0.0,3.8781656967860476,-2.8034724796555968,5.993176920091823
75,0.0,1.0,3.9632277729818597,-3.6435683242560146,8.128883790736129
76,0.0,0.0,3.3960972667574647,-2.759645769825721,8.652309138599094
77,0.0,0.0,4.290240069818825,-3.7649615046100506,7.602981616695991
78,0.0,0.0,4.53312208477863,-3.8398319442258426,6.147790863079685
79,0.0,1.0,4.998902156355631,-4.017481224162616,7.577105449524058
80,1.0,0.0,5.524143943020682,3.831110479548968,33.42747677097231
81,1.0,1.0,4.457926871144086,5.25063015904609,40.7159250160197
82,1.0,0.0,4.44781907891092,5.077858831886078,33.02359885067173
83,1.0,0.0,4.980255865037177,3.543551151415887,31.008353351362892
84,1.0,1.0,5.3787270065509745,4.14292598788807,38.743193686884965
85,1.0,0.0,4.75244709396572,3.673936092251171,32.665693331284004
86,1.0,0.0,4.940993720195372,3.6602715194247493,33.330295237930564
87,0.0,0.0,4.563888605430703,-5.033152094212271,2.9966491311813286
88,0.0,1.0,5.769638801065858,-4.284103720219712,10.639088589953252
89,1.0,0.0,4.517100264694373,3.3825649177618153,30.325165143371056
90,0.0,1.0,5.000491021477536,-4.871227452464463,3.9670522371479215
91,0.0,0.0,3.9544079243805985,-2.41813362156868,7.736950304511708
92,0.0,0.0,5.550964617602643,-4.771897685416895,6.171093627028489
93,1.0,1.0,3.1077498312285963,2.333912102553003,27.75621847813897
94,1.0,1.0,4.2838296875868584,4.129644014624189,37.126060961543956
95,0.0,0.0,4.26102366772965,-3.4947134909351116,5.562763622180048
96,0.0,0.0,5.2699589377490375,-3.8932511910536256,8.181240190077812
97,0.0,1.0,6.738953268363573,-6.218036575887755,5.101838510493124
98,0.0,1.0,6.21358988703586,-5.067276097367857,7.516316893425161
99,1.0,0.0,5.775265544764189,5.37335423751913,39.622171739228705
100,1.0,0.0,4.858558351645575,3.4134056030352053,31.351817651104234
101,1.0,0.0,3.625357015354918,4.109970922452673,32.374230337158565
102,0.0,0.0,5.726153067494282,-4.419658252441479,5.433887569979202
103,0.0,1.0,5.025640079995012,-3.947695316510536,10.823523969030553
104,0.0,0.0,6.117253597911326,-5.764028410943064,1.873991311166737
105,1.0,1.0,5.5525874235627395,5.065274431069646,40.401182719494486
106,0.0,0.0,3.4730816285344046,-2.6797939103557464,9.162741431829303
107,1.0,1.0,5.058242890474165,3.607710713191734,37.117644811665215
108,0.0,0.0,3.4823485995529726,-3.062270490506079,7.301716402940962
109,1.0,0.0,4.939108182983665,3.8881478596159837,33.07518167605702
110,1.0,0.0,5.635711269027521,4.129341774524665,33.71602720296498
111,0.0,1.0,4.698880567206521,-3.2074462621015023,11.741915912287375
112,1.0,1.0,5.428204293511411,4.836504636592211,43.68239690736893
113,0.0,0.0,3.403699880092082,-3.6963931559916277,2.685043543042161
114,1.0,0.0,4.369629878394308,3.0617565483221316,28.770008669509444
115,1.0,1.0,5.051122382572593,4.912896508539628,43.402484904140124
116,0.0,1.0,3.714530417241972,-2.6626640714069874,7.655758642476558
117,1.0,1.0,5.792327570133228,5.951895179811935,46.72779863773835
118,1.0,0.0,6.000285501606453,5.710157458271755,42.58819094818522
119,0.0,0.0,5.333336392725649,-3.666855887124631,8.646505956630309
120,0.0,1.0,3.414322496245072,-1.6769159625354952,10.190733945032692
121,0.0,1.0,2.8858533557444765,-2.269769636052136,8.346558644041
122,1.0,1.0,2.4106930355215654,1.4003749777511545,24.632598693870108
123,1.0,0.0,4.192587045470176,2.96003384854274,27.723130144039708
124,1.0,1.0,5.490217894593454,5.425406807351626,45.23952920266247
125,1.0,1.0,5.550211308048605,3.9492960716756653,41.36953057200478
126,0.0,0.0,6.995715673437029,-5.991760260127669,6.047710246550707
127,1.0,0.0,4.4833246781383105,3.1411220290207726,31.02422662410093
128,0.0,1.0,6.082069284090979,-5.218723373970196,6.547701221721979
129,1.0,1.0,5.8784166290974476,4.379446172091034,41.50255205340035
130,1.0,0.0,4.839801844140256,3.2057078451512617,30.10433788883759
131,0.0,0.0,4.067735962217609,-3.972061926930629,4.527461205110111
132,0.0,1.0,6.10769197941669,-5.386146190118985,7.655203535034348
133,1.0,1.0,5.6369772256043404,5.400798668837349,45.705657220902346
134,1.0,0.0,5.439656401791044,3.8732538101188974,33.9817757399141
135,0.0,1.0,3.3274351252773595,-2.6290239419417265,7.824911270513916
136,1.0,0.0,4.3796760278921685,2.3532006488583255,25.791173503863796
137,1.0,1.0,5.210981699353593,3.7338455855927357,35.035386693853596
138,0.0,1.0,3.1468947529841276,-3.556425665476784,2.697297310148681
139,1.0,1.0,5.695246325534866,5.359935196912042,46.58493484398315
140,1.0,1.0,5.2603239974192055,5.871557063780562,46.20027724485068
141,1.0,0.0,4.940977985404823,3.6060196724509166,31.44949307650655
142,1.0,1.0,4.522307461939697,4.9831553084037985,41.44716700526216
143,0.0,1.0,3.9124714851883735,-2.1723596865474004,10.584055164679768
144,1.0,0.0,4.360641785309858,3.298743984750098,30.19286116226916
145,1.0,0.0,3.7840667574997155,3.516955778968349,27.154151402213035
146,1.0,0.0,3.667154028084846,2.51089429992613,25.344805389037422
147,0.0,1.0,3.5790427414353045,-3.3016893937286946,6.789864510307918
148,1.0,1.0,4.328436992220084,3.8623099620441943,36.65514187478165
149,1.0,1.0,3.7145604827383445,3.1666071976567056,30.253993649065528
150,1.0,0.0,5.3146122185340126,4.668043319531761,34.525381427762454
151,0.0,1.0,4.5924974938779926,-4.243020854881491,3.8643973621503633
152,1.0,1.0,4.910643740235543,4.747605761727325,40.46241037317587
153,0.0,0.0,6.164070974813556,-5.5920826118431455,5.3810416880705745
154,1.0,0.0,7.08203508160582,6.38628602945439,47.30214270531286
155,1.0,1.0,5.671213430230442,4.015454092799913,41.0534230219656
156,1.0,1.0,4.696715763849385,4.2215627662188036,39.12900650609444
157,0.0,0.0,4.852352570128344,-2.8527933838872963,10.851363784566104
158,1.0,1.0,3.504809464478585,2.419762709424769,27.748323462496685
159,1.0,1.0,4.4559404974278305,4.778721910252198,39.597074165976636
160,0.0,0.0,4.411361646824697,-3.7219212482039836,5.10893638209916
161,0.0,1.0,4.243362016640732,-2.9431369830041287,9.24580715503147
162,1.0,1.0,5.692830347236119,4.833100831492881,41.97819762696125
163,1.0,0.0,3.9603395477657686,3.1453257324972004,28.367045641792075
164,1.0,0.0,5.431649902413564,4.8416891494472205,36.40213526828316
165,1.0,1.0,5.339301080208012,3.625352182314256,40.09873717245928
166,0.0,0.0,5.882683693950583,-4.721943802708918,7.030373220270738
167,0.0,0.0,6.350795432769813,-5.250597642972182,4.616326337900782
168,0.0,0.0,4.340558617264968,-4.681113182247707,3.7781045583119504
169,1.0,0.0,4.6477139915508685,4.11318374286886,33.75504607285036
170,0.0,1.0,4.112103988831328,-2.7977682565498863,9.37933589946404
171,1.0,0.0,5.757930884580267,4.463830675655933,36.99484617261875
172,0.0,0.0,3.355304133968044,-2.960955347893682,5.659216533714386
173,1.0,1.0,5.793117555106658,5.2279488699384355,44.274358621839525
174,0.0,0.0,5.176306806592638,-4.896114904626558,7.713633160678093
175,0.0,0.0,3.2471460047529215,-1.9847626876294706,8.83072356377265
176,0.0,0.0,4.238910222911285,-3.307816508801313,8.50106816949911
177,1.0,1.0,4.34638269720514,3.377315171072119,35.615111576348454
178,0.0,0.0,4.147325475483717,-4.164425047333098,3.7495103509859025
179,1.0,0.0,4.21641202234077,3.033250538264401,26.813961316364246
180,1.0,0.0,3.346066342962992,3.938493014080162,25.76887334820014
181,1.0,0.0,4.503985699923825,3.5636618897214456,30.975560683389844
182,0.0,0.0,3.42140484810686,-2.9145340205738153,7.462526695027032
183,0.0,1.0,3.4655304705148207,-2.8189260713495012,5.267663185370698
184,1.0,1.0,4.696448305950928,2.9862579181699562,35.29836230382228
185,0.0,1.0,5.237115793675943,-4.197678632735506,8.166447467674296
186,0.0,0.0,5.309607107849317,-5.068864720329393,5.585003705791687
187,0.0,1.0,5.366492886274189,-4.0719876411385805,7.623179747037382
188,0.0,0.0,3.72646101385443,-3.084346749042886,6.024686288026908
189,0.0,0.0,3.3204075792236876,-2.0932549717541153,9.3242777210038
190,0.0,0.0,3.487091738665806,-4.189965249404969,2.549489116824203
191,0.0,1.0,2.854162221767728,-2.6543361912122028,3.8409069184501314
192,1.0,1.0,6.473320506552213,5.539769163988349,49.10082009398803
193,0.0,0.0,4.2771271988593345,-5.3047413617676344,2.6535253233442475
194,0.0,0.0,5.04693086296119,-3.621362734939485,9.511728264764821
195,1.0,0.0,3.888021711615445,3.62152060476427,29.887384316642578
196,1.0,1.0,5.349972457879074,5.721875577149523,46.920502077690784
197,0.0,1.0,4.700587331867501,-3.494642870408153,7.8466216521519305
198,1.0,1.0,2.4639945382841972,1.5900659267930743,22.54518130623532
199,1.0,1.0,3.0979665002587913,2.231427334857678,26.52443742628269
200,0.0,1.0,3.783254195282309,-2.231389189636505,10.474725507978658
201,1.0,1.0,7.086081534598552,5.838973360653431,51.23347784109802
202,1.0,1.0,4.031886526437583,3.2976261534586935,32.04629700465152
203,0.0,0.0,3.569320602039563,-2.683504444407832,5.77598402835916
204,1.0,1.0,5.40857417765242,4.373387131828576,41.14124077816999
205,0.0,1.0,5.312826061025302,-3.700914846182203,7.929080324673045
206,1.0,0.0,3.211255799685311,3.975989832914854,27.67136378876443
207,0.0,0.0,5.324835356489286,-4.594102526929728,6.1042164403733
208,1.0,0.0,5.938565101239242,5.364665324212918,40.199840831908176
209,1.0,1.0,2.6965722476847276,0.6668825201203297,21.728639785931698
210,1.0,0.0,4.905099345842423,4.507470301714129,34.69806133557945
211,1.0,1.0,5.755986259110173,4.855490074838522,45.21172251401562
212,1.0,1.0,3.5822387451487896,4.179559017494979,34.940103566705474
213,0.0,0.0,4.426828366810333,-3.3278672497171127,8.851437739051624
214,1.0,0.0,3.354924630235095,3.280889476196728,21.864072925798794
215,1.0,0.0,4.8038317084408675,3.2283170609069725,32.582369369028534
216,0.0,1.0,3.4428238453924678,-3.1076479579348857,5.936459436628299
217,1.0,1.0,4.833315514433259,3.9622930015747184,37.1231942355314
218,1.0,1.0,7.557202793919883,6.233595491476283,53.65337667922016
219,1.0,0.0,4.64665176603862,4.212990153034735,33.720969199989995
220,1.0,0.0,3.1495346206449457,1.627304018883911,24.841888391849714
221,0.0,0.0,3.691951642737391,-3.1375947087443907,6.461767914732589
222,0.0,1.0,6.0247126063690315,-5.359322852126573,8.678810757687387
223,0.0,1.0,4.1853288249734515,-3.057676392855934,7.695303437604069
224,0.0,0.0,5.6396957231928955,-5.240344393025438,6.429105587815133
225,1.0,0.0,6.091264374220407,4.1890875777899765,36.68186732194573
226,0.0,1.0,4.084897755401737,-3.1475573363649647,7.342326211104469
227,1.0,0.0,5.735617825306033,4.924248349370228,37.95134830123679
228,1.0,1.0,4.192145651924351,4.440722626616643,39.76206859299778
229,0.0,0.0,5.572481077722452,-4.064657540361073,10.371141917661976
230,0.0,0.0,4.694226365484761,-5.111899699206518,3.729967530638044
231,1.0,0.0,5.515361527470976,4.5264515100231675,37.69039876149274
232,1.0,0.0,5.132027815839359,3.942066149084602,33.69837362152375
233,0.0,0.0,5.507514699987626,-5.533509684173814,3.792882873906281
234,1.0,1.0,6.683898972119698,4.78450530205901,46.9427678075861
235,1.0,0.0,5.389714501497771,4.403967217735905,36.62559238994985
236,0.0,0.0,4.124553914493517,-3.529911927269057,7.887285483415706
237,0.0,0.0,1.889803246180783,-1.265248311918727,8.105944873371708
238,0.0,1.0,5.971393722253051,-3.574436407963332,7.923720008072996
239,0.0,0.0,7.063642552516153,-6.72130860647005,5.791359631278466
240,1.0,1.0,5.045039074322662,4.537568122386808,41.22091241416602
241,0.0,1.0,3.476918755447841,-2.6533393405822094,9.601031294533858
242,0.0,0.0,5.330407130008442,-4.3901949273459655,6.383115602047875
243,0.0,0.0,4.913118045998534,-3.6499648402430065,8.336114434098157
244,1.0,1.0,4.451678816935189,3.0597117848248905,32.904703163945
245,1.0,0.0,4.408765602295315,3.5432284033810566,33.17299173192448
246,1.0,1.0,4.080066675450497,3.5957684895475657,34.22181419861124
247,0.0,0.0,5.242319950135326,-4.7171104053123125,4.931681025388256
248,1.0,0.0,4.5950495362741615,3.404582280764193,28.807181233414273
249,0.0,0.0,5.960315850861323,-6.044010924823496,5.362044974048176
250,0.0,0.0,4.122030369628766,-2.984860686078837,6.001864944720378
251,0.0,1.0,5.302317922166148,-3.8571261759782227,8.522972278315617
252,1.0,0.0,5.90182565285615,5.029318459554719,36.49129462397523
253,0.0,1.0,4.2220209454204936,-4.271185168992953,4.327350221578623
254,0.0,0.0,2.446359130171112,-2.950907589614665,3.887091751624258
255,1.0,1.0,5.816659760021615,4.146406843869132,42.74687854526257
256,0.0,1.0,5.134590125886804,-4.312329192835231,6.55407761933556
257,0.0,1.0,5.663316599651808,-4.032629907387714,9.249608494166738
258,0.0,0.0,3.087264820019586,-2.3791093190638772,7.096087565619693
259,0.0,1.0,3.943071624486333,-3.2950977344994636,7.267783205892316
260,0.0,1.0,5.941193309858747,-4.868441564141125,7.760560292992082
261,0.0,1.0,5.752646403593684,-4.409227806481537,8.86131991973513
262,0.0,0.0,5.441461073091232,-4.894609469381688,5.597968388737623
263,1.0,1.0,4.5162425143541025,3.2122214882521263,32.268504613508554
264,0.0,1.0,3.8108461260246247,-3.5500149726740697,7.291175445961136
265,0.0,0.0,3.6376818013232013,-3.1530881688735937,5.173015047801714
266,0.0,1.0,7.009994458803371,-6.575717082111286,5.263339944038124
267,0.0,1.0,4.229932809415096,-3.456421008726148,5.122691330064624
268,1.0,0.0,4.703133310568935,4.029039690086381,32.14567167161651
269,0.0,1.0,5.6258591742645825,-4.788449184899351,6.988528464912251
270,1.0,1.0,4.309274377390216,4.870901646013854,38.501249707134114
271,0.0,0.0,6.411108873436103,-5.63529779069205,5.796166090074939
272,0.0,1.0,6.665856696645781,-4.934424099214994,11.04404029036722
273,1.0,0.0,4.536259295660293,3.9542821874290133,32.79163444280727
274,1.0,0.0,5.246470742133398,4.953213598659817,36.43156736926247
275,1.0,0.0,5.906458799061092,4.229824449426119,34.3592475890394
276,1.0,0.0,4.577073567832397,3.2340056419418524,29.99245155303268
277,1.0,1.0,5.6773400394131865,5.501639808015037,44.58946703152726
278,0.0,0.0,3.4957615960868536,-2.4205634491171053,6.635064565287767
279,1.0,0.0,6.169879278386065,6.533035666130377,44.130974395660374
280,0.0,1.0,5.305823357890234,-5.3527856241718546,3.1980529308382923
281,0.0,1.0,5.004025838642983,-3.4771705162745032,7.326676664205237
282,0.0,1.0,6.690000480766947,-4.886956986435101,8.710254511280816
283,0.0,0.0,4.68039013758649,-4.048865997996068,6.000862006110967
284,0.0,0.0,4.851285759239155,-4.4209001260400695,6.456229620958434
285,0.0,0.0,3.311873898622731,-2.821641422504414,5.546667540583911
286,0.0,0.0,5.385458577343105,-4.293571105614519,7.859974995754708
287,0.0,0.0,6.254039708892712,-5.085809508603558,7.0692114086037385
288,1.0,1.0,3.8117043756336897,3.7037961314076515,35.2934349722736
289,1.0,1.0,0.9964320849239461,0.6659820457667436,16.50655005466831
290,0.0,0.0,4.445804021493091,-3.165158938329191,8.705055156427202
291,0.0,0.0,2.9053119664030307,-2.7853902798446857,4.991236802652063
292,0.0,0.0,6.327530324166269,-5.4272890747496385,7.7257014236556145
293,0.0,1.0,4.027970078268794,-3.1245659114559814,7.425422936656991
294,0.0,0.0,3.33514165517192,-2.083718027099199,7.891124324942245
295,1.0,0.0,5.916679541360208,5.627117972821355,39.213102926559614
296,1.0,0.0,3.918134434956273,2.8046555855085997,26.409736246220007
297,1.0,0.0,3.7362661516595788,4.319024792339045,27.34573260296121
298,0.0,1.0,3.3986122990361993,-2.9363855594156534,6.620593016366207
299,1.0,1.0,4.555855029724071,4.155677927319153,36.962961302672724
300,0.0,1.0,5.092847281904818,-5.334075428174798,6.453064568311651
301,0.0,0.0,3.9824809527942797,-3.4504579548651177,7.419466687822057
302,1.0,0.0,3.8109929079921034,3.3887165641810473,28.22826349999625
303,0.0,0.0,5.680618887857477,-5.041063770704494,5.8819719000942765
304,0.0,1.0,4.288240817544516,-3.154734773581651,9.453542521040873
305,1.0,0.0,3.686718706119085,2.8673073043370296,25.838775675526193
306,0.0,0.0,5.12334451367416,-4.525349136833356,6.408904700737882
307,0.0,1.0,5.678497758299463,-5.7334366555436365,2.7915264513335654
308,1.0,1.0,3.0094183980019498,2.9788816027590697,29.331008851753076
309,1.0,0.0,5.657306052324172,4.0626363038485405,36.57490354032589
310,1.0,1.0,3.6232712228905513,2.3487925952996767,26.457517654856478
311,1.0,0.0,5.154146275822171,3.8656838982630264,31.20604646170751
312,0.0,0.0,3.273567608042116,-3.256294269124815,5.138164332442607
313,1.0,1.0,4.822821237913978,3.68685151662538,38.0059344560505
314,0.0,0.0,5.408549975446992,-4.58595883072102,6.749620995046978
315,1.0,1.0,3.96481721594541,3.9500194651389835,35.57282425530857
316,1.0,0.0,6.486892787544898,6.070866361381857,43.78245785504821
317,0.0,0.0,4.081560978299487,-2.907226841960099,8.079513394591725
318,0.0,0.0,3.9424247584949774,-3.253763726525359,8.7613350200741
319,0.0,0.0,4.049047011262602,-3.215272156606581,9.053005438979447
320,0.0,0.0,3.739700621965904,-2.571882195453756,8.805633071000381
321,0.0,0.0,5.264829766479709,-4.819952880543078,8.124205785170647
322,0.0,0.0,5.3546126247154415,-5.239178554044116,7.769602376464547
323,0.0,1.0,4.850187989827235,-4.901165382207725,5.14184962318207
324,0.0,0.0,4.6519602516287275,-3.4827319863111037,7.5258207585971615
325,0.0,0.0,4.205809351315743,-2.377519023118591,9.228034673530406
326,0.0,0.0,5.223347259553803,-3.7499718918013967,8.577497897397777
327,0.0,0.0,3.014029925387746,-3.4208938801886024,4.730075526593508
328,0.0,0.0,5.290634031968581,-4.416793493296791,6.361777531824973
329,0.0,1.0,4.8401901794244315,-3.898842848855186,7.207251824174191
330,1.0,1.0,4.914098984876839,4.069841365770499,37.88355175950006
331,0.0,0.0,7.287051526245709,-6.710709657502226,4.667080528803707
332,1.0,0.0,4.571095852826388,5.485027677855098,35.291964287481235
333,0.0,0.0,6.092522584832846,-5.25598779674368,5.946468559915978
334,0.0,1.0,3.7432680427112555,-2.8494253343426013,6.699251912805096
335,0.0,0.0,3.3696331780108726,-2.775430949661328,7.229716831368947
336,1.0,1.0,4.3563154891021565,3.8422155461285525,36.67748359816005
337,1.0,1.0,4.592825561722149,4.548435477099715,39.273510222808305
338,0.0,0.0,3.885458655676281,-2.832303547763024,8.806923085493485
339,0.0,0.0,4.122966280009222,-3.8268759774629695,5.521002066047463
340,1.0,0.0,4.904530109784135,4.185388472917393,32.54992897149034
341,0.0,1.0,5.564046962478222,-3.868294745454184,10.168273255745593
342,1.0,0.0,3.0020406000787396,2.724221420946842,21.892376209916268
343,1.0,1.0,4.69412968935098,4.312434260473087,40.524492531980904
344,0.0,0.0,5.1089255001941405,-3.8579220352741856,8.826856143671767
345,1.0,0.0,4.473999638107727,3.2684448185603134,30.024067091186925
346,1.0,1.0,5.662090901611216,4.664752184313707,42.742032275914895
347,1.0,0.0,3.6792489955628076,2.894262195718385,27.54550991482466
348,0.0,0.0,3.8129572690473363,-3.6917771235673333,5.58408320912373
349,1.0,1.0,5.041392656604695,3.392856222458241,38.298223717927954
350,1.0,1.0,5.842007738422845,5.826614002025179,44.308924075437965
351,1.0,1.0,2.382827179863741,2.8931540530214965,25.245590312152466
352,1.0,1.0,4.790486060639404,3.5190541292333246,33.440924931044066
353,0.0,1.0,3.6414091125826213,-2.531847393460521,8.139926363400281
354,1.0,0.0,4.725524760823912,3.8926479947005643,31.458784201792152
355,1.0,0.0,4.664932571568934,3.5454946015719835,30.64707604078933
356,1.0,0.0,3.511047564594709,3.4419193769108865,29.473687944600353
357,0.0,0.0,4.165516677269057,-3.6732391815506964,5.26755531005281
358,1.0,1.0,4.808434280844739,4.434601088492891,41.41713374085945
359,0.0,0.0,4.317682854856448,-2.460276833967117,9.863659199644832
360,0.0,1.0,3.1160434268922237,-3.1451971975577466,5.609445896694462
361,0.0,1.0,4.350041484784622,-4.0220704259677,4.496328924256513
362,1.0,0.0,5.1305040866383935,4.776542972742323,36.00433141270234
363,1.0,0.0,4.47046280115499,3.7859326738541728,31.19388951537483
364,0.0,0.0,5.4501731153559865,-5.074155128625174,6.437525743284681
365,0.0,0.0,5.372519461427962,-4.559964987987586,8.763214871134986
366,0.0,0.0,3.3237258569951456,-3.6976428642858616,4.657263515933653
367,1.0,0.0,5.9748836331381785,4.665154947547236,38.16833603085607
368,0.0,0.0,4.556994524545653,-4.084799799215562,4.486018832929661
369,0.0,0.0,3.947696372006301,-4.131915511706334,4.667720732826721
370,1.0,1.0,5.456497026983445,4.062131487322234,40.836393635759904
371,0.0,0.0,5.0888465798812526,-3.7658091073281486,9.45731076417567
372,0.0,0.0,4.619931493681061,-2.52913322579794,10.856258427817203
373,1.0,0.0,3.1853255478806846,3.1982184500563804,25.40696759481247
374,0.0,0.0,5.207779244746479,-5.311042499815339,4.806270064509764
375,1.0,0.0,7.450773252707835,6.255276341776798,47.994592549371205
376,0.0,0.0,3.6578643866709464,-3.9257069075938644,1.28873370388653
377,0.0,1.0,6.025987425531413,-5.2086687783549745,5.646716328305448
378,1.0,1.0,3.0169182489249193,2.4475410390041863,27.835117760848767
379,0.0,0.0,5.565510350840869,-4.7303060679995435,6.494371026379117
380,1.0,0.0,6.217832954145195,5.3428614946592035,41.35007776669585
381,0.0,1.0,3.01286327149729,-2.108153650911716,8.669641641773467
382,1.0,1.0,4.357948172980244,2.6549677787549704,32.23543748382324
383,0.0,0.0,4.452526615145465,-4.905928835050002,3.4825798631125746
384,0.0,0.0,4.940197425678111,-4.384584403114943,6.209199599228482
385,1.0,1.0,4.335076069241464,4.747412434925055,40.003798775033715
386,1.0,0.0,4.214296870517517,3.3072240778956,29.998481359145664
387,0.0,0.0,4.156960622110684,-3.059926088829646,7.022624454169327
388,1.0,0.0,3.9097921218346543,2.6389532359669623,26.33839352979472
389,0.0,1.0,5.7667429609638186,-5.215526700827946,7.585504404637714
390,1.0,0.0,2.2482781798629414,2.521196095006314,20.821739983354362
391,1.0,1.0,4.991621325102436,4.791844424044024,42.513317492968255
392,0.0,0.0,6.0531521491464595,-5.753310087856629,5.3098427038493945
393,0.0,1.0,3.97207189281073,-2.8893687089364453,8.20798089485479
394,0.0,1.0,5.564187688751224,-5.013529928575744,5.221836228393762
